REG NUMBER,VIN,MAKE,MODEL,COLLECTION DATE,YOUR REF NO,COLLECTION ADDR1,COLLECTION ADDR2,COLLECTION ADDR3,COLLECTION ADDR4,COLLECTION POSTCODE,COLLECTION CONTACT NAME,COLLECTION PHONE,DELIVERY DATE,DELIVERY ADDR1,DELIVERY ADDR2,DELIVERY ADDR3,DELIVERY ADDR4,DELIVERY POSTCODE,DELIVERY CONTACT NAME,DELIVERY CONTACT PHONE,SPECIAL INSTRUCTIONS,PRICE,CUSTOMER REF,TRANSPORT TYPE
GF71HPA,C67046,FORD,FOCUS,19/05/2025,2989580,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,22/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
AF22GVJ,245880,MG,ZSS,19/05/2025,2989581,Donalds Mazda Peterborough,50-64 Burghley Road,,PETERBOROUGH,PE1 2QD,,1733565787,22/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
YP70AOO,413633,VOLKSWAGEN,TIGUAN,19/05/2025,2989582,Stoneacre Volvo Chesterfield,Brimington Road North,,Chesterfield,S41 9AJ,,1246450450,22/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
YM24KGP,117544,CUPRA,FORMENTOR,19/05/2025,2989641,JCT600 Cupra Sheffield,Waldot Service Station,,Sheffield,S6 1TF,,1142503200,22/05/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
BU20DZV,132828,MERCEDES-BENZ,CLA CLASS,19/05/2025,2989612,Mercedes-Benz of Coventry,3 John Wigley Way,,COVENTRY,CV6 5RG,,2476518130,22/05/2025,Manchester Vauxhall,Del To Storage Compound,Thornbury Road,Manchester,M32 0RB,,7857916554,Must call 1hour before collection and get a name,,AC01,
SM23LDU,421729,RENAULT,ARKANA,19/05/2025,2989620,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,22/05/2025,Manchester Vauxhall,Del To Storage Compound,Thornbury Road,Manchester,M32 0RB,,7857916554,Must call 1hour before collection and get a name,,AC01,
RE74FRZ,182484,VOLKSWAGEN,TIGUAN,19/05/2025,2989633,Marshall Škoda Reading,Marshall Skoda Reading,,Reading,RG2 0JZ,,1189595029,22/05/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
ND73OUW,326911,TOYOTA,YARIS,19/05/2025,2989658,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,22/05/2025,Leeds Roseville Road Motorstore,Roseville Road,,Leeds,LS8 5QP,,1137333804,Must call 1hour before collection and get a name,,AC01,
MJ22GDV,028694,AUDI,Q2,19/05/2025,2989688,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,22/05/2025,Huddersfield Motorstore,386 Leeds Road,,Huddersfield,HD2 1XL,,1484955670,Must call 1hour before collection and get a name,,AC01,
LS73FSZ,098252,VAUXHALL,MOKKA,19/05/2025,2989690,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,22/05/2025,Huddersfield Motorstore,386 Leeds Road,,Huddersfield,HD2 1XL,,1484955670,Must call 1hour before collection and get a name,,AC01,
