REG NUMBER,VIN,MAKE,MODEL,COLLECTION DATE,YOUR REF NO,COLLECTION ADDR1,COLLECTION ADDR2,COLLECTION ADDR3,COLLECTION ADDR4,COLLECTION POSTCODE,COLLECTION CONTACT NAME,COLLECTION PHONE,DELIVERY DATE,DELIVERY ADDR1,DELIVERY ADDR2,DELIVERY ADDR3,DELIVERY ADDR4,DELIVERY POSTCODE,DELIVERY CONTACT NAME,DELIVERY CONTACT PHONE,SPECIAL INSTRUCTIONS,PRICE,CUSTOMER REF,TRANSPORT TYPE
WG73JHX,027537,VOLKSWAGEN,TAIGO,11/06/2025,3010562,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,16/06/2025,Prep Centre Wolverhampton,Bearing Drive,Steel Park Way,Wolverhampton,WV11 3SV,,1902937977,Must call 1hour before collection and get a name,,AC01,
EJ22AYY,603284,PEUGEOT,2008,11/06/2025,3010570,Stellantis & You Peugeot Chelmsford,Waterhouse Lane,,Essex,CM1 2UP,,1245262162,16/06/2025,Stafford Motorstore,Spitfire Close,,Stafford,ST16 1GX,,1785904820,Must call 1hour before collection and get a name,,AC01,
KP70ABN,425040,VOLVO,XC40,11/06/2025,3010561,Bells Volvo Northampton,Norman-D-Gate,,NORTHAMPTON,NN1 5NT,,1604621363,16/06/2025,Prep Centre Wolverhampton,Bearing Drive,Steel Park Way,Wolverhampton,WV11 3SV,,1902937977,Must call 1hour before collection and get a name,,AC01,
MD22LFJ,718341,NISSAN,MICRA,11/06/2025,3010573,IT Fleet Loughborough,The Driving Centre,,Loughborough,LE12 5SH,,7483095739,16/06/2025,Prep Centre Wolverhampton,Bearing Drive,Steel Park Way,Wolverhampton,WV11 3SV,,1902937977,Must call 1hour before collection and get a name,,AC01,
BD22UYM,206002,CITROEN,C3 PICASSO,11/06/2025,3010575,Paul Rigby MG Erdington,Paul Rigby MG,,Birmingham,B42 2EY,,1218203990,16/06/2025,Prep Centre Wolverhampton,Bearing Drive,Steel Park Way,Wolverhampton,WV11 3SV,,1902937977,Must call 1hour before collection and get a name,,AC01,
SM73UHU,785897,RENAULT,CAPTUR,11/06/2025,3010576,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,16/06/2025,Prep Centre Wolverhampton,Bearing Drive,Steel Park Way,Wolverhampton,WV11 3SV,,1902937977,Must call 1hour before collection and get a name,,AC01,
HF22VWS,146666,KIA,E-NIRO,11/06/2025,3010579,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,16/06/2025,Prep Centre Wolverhampton,Bearing Drive,Steel Park Way,Wolverhampton,WV11 3SV,,1902937977,Must call 1hour before collection and get a name,,AC01,
LB23UOJ,804661,KIA,STONIC,11/06/2025,3010584,Norton Way Kia Brentford,963 Great West Road,,Brentford,TW8 9FX,,2038410268,16/06/2025,Prep Centre Wolverhampton,Bearing Drive,Steel Park Way,Wolverhampton,WV11 3SV,,1902937977,Must call 1hour before collection and get a name,,AC01,
VK73LHH,215800,VAUXHALL,CORSA,11/06/2025,3010591,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,16/06/2025,Stafford Motorstore,Spitfire Close,,Stafford,ST16 1GX,,1785904820,Must call 1hour before collection and get a name,,AC01,
HJ24BGV,923681,CITROEN,BERLINGO,11/06/2025,3010598,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,16/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
YC23OAP,565708,CITROEN,BERLINGO,11/06/2025,3010599,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,16/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
GY22UXM,023505,CITROEN,C4,11/06/2025,3010606,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,16/06/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Must call 1hour before collection and get a name,,AC01,
YR22JTX,055269,KIA,PRO CEED,11/06/2025,3010608,BCA Fleet Solutions Ltd,BCA Fleet Solutions,,Corby,NN18 8EZ,,1536212786,16/06/2025,Bolton Motorstore,Springfield,,Bolton,BL2 1HY,,5000000000,Must call 1hour before collection and get a name,,AC01,
HV74XTG,357566,KIA,SPORTAGE,11/06/2025,3010620,Hendy Kia Portsmouth,Southampton Road,,PORTSMOUTH,PO6 4RW,,2392322900,16/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
GU70ZWP,521449,VOLKSWAGEN,GOLF,11/06/2025,3010623,Euro Škoda Crawley,Snow Hill,,Crawley,RH10 3EQ,,1342859200,16/06/2025,Newcastle Under Motorstore,Brymbo Road,Lymedale Park,Newcastle Under Lyme,ST5 9HX,,1782476140,Must call 1hour before collection and get a name,,AC01,
HY74JDZ,345113,KIA,SPORTAGE,11/06/2025,3010631,Hendy Kia Portsmouth,Southampton Road,,PORTSMOUTH,PO6 4RW,,2392322900,16/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
BD22TGK,J20972,FORD,ECOSPORT,11/06/2025,3010636,Vertu Ford West Bromwich,New Swan Lane,,WEST BROMWICH,B70 0NS,,3445586333,16/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
LX21UYF,064512,SEAT,LEON,11/06/2025,3010645,JCB SEAT Medway,30 London Road,,Gillingham,ME8 6YX,,1634376526,16/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
PO22MHU,T14544,FORD,PUMA,11/06/2025,3010650,O M C Ford Rochdale,Manchester Road,,ROCHDALE,OL11 2TR,,1706654424,16/06/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Must call 1hour before collection and get a name,,AC01,
EJ22FVW,T14500,FORD,PUMA,11/06/2025,3010653,TrustFord Dagenham,Ford House,,BARKING,IG11 9PG,,2034793608,16/06/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Must call 1hour before collection and get a name,,AC01,
