REG NUMBER,VIN,MAKE,MODEL,COLLECTION DATE,YOUR REF NO,COLLECTION ADDR1,COLLECTION ADDR2,COLLECTION ADDR3,COLLECTION ADDR4,COLLECTION POSTCODE,COLLECTION CONTACT NAME,COLLECTION PHONE,DELIVERY DATE,DELIVERY ADDR1,DELIVERY ADDR2,DELIVERY ADDR3,DELIVERY ADDR4,DELIVERY POSTCODE,DELIVERY CONTACT NAME,DELIVERY CONTACT PHONE,SPECIAL INSTRUCTIONS,PRICE,CUSTOMER REF,TRANSPORT TYPE
ET24BXP,501972,HYUNDAI,BAYON,29/04/2025,2972237,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,29/04/2025,Dumfries Renault/Dacia,361 Annan Rd,,Dumfries,DG1 3JR,,1387340850,Please call 1 hour before collection,,AC01,
EA70GKZ,260126,RENAULT,KADJAR,29/04/2025,2972216,VS Coalville FP,Motability Operations Ltd,,Coalville,LE67 3HG,,7787288375,29/04/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
SH20LHO,293824,VAUXHALL,CORSA,29/04/2025,2972220,BCA Fleet Solutions Ltd,Geddington Rd B,,Corby,NN18 8ET,,1536212786,29/04/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
YP22VBU,178396,VAUXHALL,CROSSLAND,29/04/2025,2972103,Pentagon Vauxhall Mansfield,Sutton Road,,MANSFIELD,NG18 5HX,,3303906799,29/04/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
LR20ZLV,366889,VOLKSWAGEN,TIGUAN,29/04/2025,2972127,Alan Day Volkswagen New Southgate,Humming Bird Kia,Colindale 363 Edgware Road,Colindale,NW9 6TD,,2089204000,29/04/2025,Chesterfield Motorstore,Meltham Way,,Chesterfield,S41 7LG,,1246956450,Please call 1 hour before collection,,AC01,
YS70FYO,K38888,BMW,3 SERIES,29/04/2025,2972102,Stoneacre Volvo Sheffield,280 Penistone Road,,Sheffield,S6 2FQ,,1145537200,29/04/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Please call 1 hour before collection,,AC01,
KP70HWA,148232,TOYOTA,COROLLA,29/04/2025,2972097,Richard Sanders Dacia Kettering,Brunel Close,,Northampton,NN16 9HU,,1536512221,29/04/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
YX74SSK,023280,SKODA,KAROQ,29/04/2025,2972100,Des Winks Volkswagen Scarborough,Hopper Hill Road,,SCARBOROUGH,YO11 3YS,,1723580058,29/04/2025,4 Arnold Clark Accrington Logistics Hub,Henry St,,Accrington,BB5 4EQ,,7775022311,Please call 1 hour before collection,,AC01,
LN21NMV,286904,MERCEDES-BENZ,GL CLASS,29/04/2025,2972088,Sytner Mercedes-Benz of West London,Great West Road,,Brentford,TW8 9AH,,2039939775,29/04/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
WN74UHH,154115,VOLKSWAGEN,GOLF,29/04/2025,2972096,Mon Motors Volkswagen Weston-Super-Mare,Aisecome Way,,WESTON-SUPER-MARE,BS22 8NA,,1934410400,29/04/2025,18 Arnold Clark Stoke Logistics Hub,Linley Road,"Talke, Kidsgrove",Stoke On Trent,ST7 1GL,,1782968610,Please call 1 hour before collection,,AC01,
OV22JVF,168483,VAUXHALL,CORSA,29/04/2025,2972079,Eden Vauxhall Oxford,Langford Lane,,KIDLINGTON,OX5 1RY,,1865856500,29/04/2025,Stafford Motorstore,Spitfire Close,,Stafford,ST16 1GX,,1785904820,Please call 1 hour before collection,,AC01,
OV22GBU,176212,MG,HS,29/04/2025,2972087,IT Fleet Loughborough,The Driving Centre,,Loughborough,LE12 5SH,,7483095739,29/04/2025,Stafford Motorstore,Spitfire Close,,Stafford,ST16 1GX,,1785904820,Please call 1 hour before collection,,AC01,
BJ22THU,094852,NISSAN,QASHQAI,29/04/2025,2972077,Polesworth Garage Nissan Tamworth,Grendon Road,,TAMWORTH,B78 1HA,,1827895125,29/04/2025,Stafford Motorstore,Spitfire Close,,Stafford,ST16 1GX,,1785904820,Please call 1 hour before collection,,AC01,
MC74FVK,336699,HYUNDAI,I10,29/04/2025,2972078,West Riding Hyundai Bolton,59 Bolton Road,,Bolton,BL4 7JL,,1204322296,29/04/2025,Stafford Motorstore,Spitfire Close,,Stafford,ST16 1GX,,1785904820,Please call 1 hour before collection,,AC01,
RA24UPC,B44893,SUZUKI,S-CROSS,29/04/2025,2972044,BCA Fleet Solutions Ltd,Geddington Rd B,,Corby,NN18 8ET,,1536212786,29/04/2025,Leeds Roseville Road Motorstore,Roseville Road,,Leeds,LS8 5QP,,1137333804,Please call 1 hour before collection,,AC01,
AE22OHJ,235137,SUZUKI,IGNIS,29/04/2025,2972041,Marshall Vauxhall Ipswich,2-4 Augusta Close,,IPSWICH,IP3 9SS,,1473877293,29/04/2025,Leeds Roseville Road Motorstore,Roseville Road,,Leeds,LS8 5QP,,1137333804,Please call 1 hour before collection,,AC01,
