REG NUMBER,VIN,MAKE,MODEL,COLLECTION DATE,YOUR REF NO,COLLECTION ADDR1,COLLECTION ADDR2,COLLECTION ADDR3,COLLECTION ADDR4,COLLECTION POSTCODE,COLLECTION CONTACT NAME,COLLECTION PHONE,DELIVERY DATE,DELIVERY ADDR1,DELIVERY ADDR2,DELIVERY ADDR3,DELIVERY ADDR4,DELIVERY POSTCODE,DELIVERY CONTACT NAME,DELIVERY CONTACT PHONE,SPECIAL INSTRUCTIONS,PRICE,CUSTOMER REF,TRANSPORT TYPE
,,,,,2113971,,,,,,,,,,,,,,,,,,EU01,
FG72HYJ,,FO,TRANIST 350 L3 LEADER 130PS 6SPD 33344,,,Europcar YEW TREE TRADING EST,KILBUCK LANEWRRZ95,,,HAYDOCK,,WA11 9SZ,,,Waiting,FG72HYJ FO TRANIST 350 L3 LEADER 130PS 6SPD 33344,,,,,,,EU01,
WP23UUN,,FO,TRANSIT CUSTOM LEADER 300 L1 H1 35495,,,Europcar YEW TREE TRADING EST,KILBUCK LANEWRRZ95,,,HAYDOCK,,WA11 9SZ,,,Waiting,WP23UUN FO TRANSIT CUSTOM LEADER 300 L1 H1 35495,,,,,,,EU01,
WN72XJZ,,FO,TRANSIT CUSTOM LEADER 300 L1 H1 44719,,,Europcar Coomberland Park,Thurleigh RoadXQDZ01,,,THURLEIGH,,MK44 1ZY,,,Waiting,WN72XJZ FO TRANSIT CUSTOM LEADER 300 L1 H1 44719,,,,,,,EU01,
BF23YFE,,IV,35S14 3520L H2 BUSINESS PANEL VA 18354,,,Europcar BLACKBUSHE AIRPORT,BLACKWATERLONZ95,,,CAMBERLEY,,GU17 9LG,,,Waiting,BF23YFE IV 35S14 3520L H2 BUSINESS PANEL VA 18354,,,,,,,EU01,
FP73NFL,,FO,TRANSIT CUSTOM LIMITED 300 L1H1 29574,,,Europcar BLACKBUSHE AIRPORT,BLACKWATERLONZ95,,,CAMBERLEY,,GU17 9LG,,,Waiting,FP73NFL FO TRANSIT CUSTOM LIMITED 300 L1H1 29574,,,,,,,EU01,
WN24GKY,,FO,TRANSIT LEADER 350 L3 H3 9194,,,Europcar CHARTWELL ROAD,LANCING BUSINESS PARKBSHZ95,,,LANCING,,BN15 8TU,,,Waiting,WN24GKY FO TRANSIT LEADER 350 L3 H3 9194,,,,,,,EU01,
WN24GYV,,FO,TRANSIT LEADER 350 L3 H3 16850,,,Europcar BLACKBUSHE AIRPORT,BLACKWATERLONZ95,,,CAMBERLEY,,GU17 9LG,,,Waiting,WN24GYV FO TRANSIT LEADER 350 L3 H3 16850,,,,,,,EU01,
WN24GWX,,FO,TRANSIT LEADER 350 L3 H3 20299,,,Europcar Coomberland Park,Thurleigh RoadXQDZ01,,,THURLEIGH,,MK44 1ZY,,,Waiting,WN24GWX FO TRANSIT LEADER 350 L3 H3 20299,,,,,,,EU01,
FM21GZV,,TO,PROACE VERSO MY20 SHUTTLE L1 1.5 91511,,,Europcar BLACKBUSHE AIRPORT,BLACKWATERLONZ95,,,CAMBERLEY,,GU17 9LG,,,Waiting,FM21GZV TO PROACE VERSO MY20 SHUTTLE L1 1.5 91511,,,,,,,EU01,
NX73VOY,,MU,DELIVER9 2.0 BASE LONG & HIGH 22426,,,Europcar YEW TREE TRADING EST,KILBUCK LANEWRRZ95,,,HAYDOCK,,WA11 9SZ,,,Waiting,NX73VOY MU DELIVER9 2.0 BASE LONG & HIGH 22426,,,,,,,EU01,
KM24UOL,,MB,SPRINTER 315 PROGRESSIVE L2H2 FW 26404,,,Europcar College Road (Behind Esso),Perry BarrBHXZ94,,,Birmingham,,B44 8DU,,,Waiting,KM24UOL MB SPRINTER 315 PROGRESSIVE L2H2 FW 26404,,,,,,,EU01,
WN73AOR,,FO,TRANSIT CUSTOM LEADER 300 L1 H1 17181,,,Europcar CHARTWELL ROAD,LANCING BUSINESS PARKBSHZ95,,,LANCING,,BN15 8TU,,,Waiting,WN73AOR FO TRANSIT CUSTOM LEADER 300 L1 H1 17181,,,,,,,EU01,
KN21PYX,,CT,BERLINGO PANEL VAN M BLUEHDI 100 60108,,,Europcar YEW TREE TRADING EST,KILBUCK LANEWRRZ95,,,HAYDOCK,,WA11 9SZ,,,Waiting,KN21PYX CT BERLINGO PANEL VAN M BLUEHDI 100 60108,,,,,,,EU01,
GD21PFG,,VW,CR35 PANEL VAN TRENDLINE LWB FWD 101448,,,Europcar College Road (Behind Esso),Perry BarrBHXZ94,,,Birmingham,,B44 8DU,,,Waiting,GD21PFG VW CR35 PANEL VAN TRENDLINE LWB FWD 101448,,,,,,,EU01,
WN72XJT,,FO,TRANSIT CUSTOM LEADER 300 L1 H1 46298,,,Europcar CHARTWELL ROAD,LANCING BUSINESS PARKBSHZ95,,,LANCING,,BN15 8TU,,,Waiting,WN72XJT FO TRANSIT CUSTOM LEADER 300 L1 H1 46298,,,,,,,EU01,
